round,treatment,condition,lab.id,subject.id,pair.num,key.2,key.1.1,key.1.2,key.1.3,key.1.4,levenshtein,nonresponse
1,Test-restudy,7,83,39,9,alive,alive,alive,alive,alive,0,0
1,Test-restudy,7,83,39,10,muerte,muerte,muerte,muerte,muerte,0,0
1,Test-restudy,7,83,39,11,aceitunas,aceitunas,aceituna,aceituna,aceitunas,0,0
1,Test-restudy,7,83,39,12,botany,botany,botany,botany,botany,0,0
1,Test-restudy,7,83,39,13,i don't remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,14,wind,wind,wind,wind,wind,0,0
1,Test-restudy,7,83,39,15,goo,goo,goo,goo,goo,0,0
1,Test-restudy,7,83,39,16,racing,racing,racing,racing,racing,0,0
1,Test-restudy,7,83,39,17,hair,hair,hair,hair,hair,0,0
1,Test-restudy,7,83,39,18,beer,beer,beer,beer,beer,0,0
1,Test-restudy,7,83,39,19,i don't remember,i could not come  up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,20,buried,buried,buried,buried,buried,0,0
1,Test-restudy,7,83,39,21,room,room,room,room,room,0,0
1,Test-restudy,7,83,39,22,animal,animal,animal,animal,animal,0,0
1,Test-restudy,7,83,39,23,culture,culture,culture,culture,culture,0,0
1,Test-restudy,7,83,39,24,i don't remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,25,faena,faena,faena,faena,faena,0,0
1,Test-restudy,7,83,39,26,i don't remember,comforter,comforter,comforter,comforter,12,1
1,Test-restudy,7,83,39,27,i don't remember,chimpanzee,chimpanzee,chimpanzee,chimpanzee,14,1
1,Test-restudy,7,83,39,28,i don't remember,aruba,aruba,aruba,aruba,14,1
1,Test-restudy,7,83,39,29,madame,madame,madame,madame,madame,0,0
1,Test-restudy,7,83,39,30,fine,fine,fine,fine,fine,0,0
1,Test-restudy,7,83,39,31,i don't remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,32,whassup,whassup,whassup,whassup,whassup,0,0
1,Test-restudy,7,83,39,33,i don't remember,i could not ocme up qith a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,34,i don't remember,i could not come up with a word,i could not  come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,35,i don't remember,jabalin,jabalin,jabaline,jabaline,15,1
1,Test-restudy,7,83,39,36,luxury,deluve,i could not come up with a word,i could not come up with a word,i could not come up with a word,5,0
1,Test-restudy,7,83,39,37,i don't remember,i could not come up with a word,i could not come up with  a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,38,i don't remember,charming,charming,charming,charming,14,1
1,Test-restudy,7,83,39,39,i don't remember,krusty,krusty,krusty,krusty,15,1
1,Test-restudy,7,83,39,40,foe,foe,foe,foe,foe,0,0
1,Test-restudy,7,83,39,41,i don't remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,42,i don't remember,hand,hand,hand,hand,15,1
1,Test-restudy,7,83,39,43,poof,poof,poof,poof,poof,0,0
1,Test-restudy,7,83,39,44,i don't remember,i couldnot come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Test-restudy,7,83,39,45,i don't remember,case,case,case,case,15,1
1,Test-restudy,7,83,39,46,chat,chat,chat,chat,chat,0,0
1,Test-restudy,7,83,39,47,i don't remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,22,1
1,Test-restudy,7,83,39,48,i don't remember,cheddar,cheddar,cheddar,cheddar,14,1
1,Test-restudy,7,85,40,1,lululemon,lululemon,lululemon,lululemon,lululemon,0,0
1,Test-restudy,7,85,40,2,yolk,yolk,yolk,yolk,yolk,0,0
1,Test-restudy,7,85,40,3,chocolate,chocolate,chocolate,chocolate,chocolate,0,0
1,Test-restudy,7,85,40,4,less so,less,less so,less so,less so,0,0
1,Test-restudy,7,85,40,5,rembrance,rembrance,rembrance,rembrance,rembrance,0,0
1,Test-restudy,7,85,40,6,fun no no,no fun,no no fun,fun no no,fun no no,0,0
1,Test-restudy,7,85,40,7,handy coat,handy coat,handy coat,handy coat,handy coat,0,0
1,Test-restudy,7,85,40,8,utilize,utilize,utilize,utilize,utilize,0,0
1,Test-restudy,7,85,40,9,tubby,tubby,tubby,tubby,tubby,0,0
1,Test-restudy,7,85,40,10,i don't recall,mortuary,matty,mortuary,mortuary,11,1
1,Test-restudy,7,85,40,11,zesty,zesty,zesty,zesty,zesty,0,0
1,Test-restudy,7,85,40,12,bursting,bursting,bursting,bursting,bursting,0,0
1,Test-restudy,7,85,40,13,pad,pat,pad,pad,pad,0,0
1,Test-restudy,7,85,40,14,wing,wing,sky,sky,wing,0,0
1,Test-restudy,7,85,40,15,i don't recall,bug,bug,buuuug,bug,14,1
1,Test-restudy,7,85,40,16,far i see,far,far,far i see,far i see,0,0
1,Test-restudy,7,85,40,17,rihanna,rihanna,rihanna,riri,riri,0,0
1,Test-restudy,7,85,40,18,pipe,pipe,pipe,pipe,pipe,0,0
1,Test-restudy,7,85,40,19,i don't recall,peer in,peers,peer in,peer in,13,1
1,Test-restudy,7,85,40,20,bury,bury,bury,bury,bury,0,0
1,Test-restudy,7,85,40,21,solace,solace,salad,oath,solace,0,0
1,Test-restudy,7,85,40,22,elm,elm,elm,elm,elm,0,0
1,Test-restudy,7,85,40,23,destiny,destined,designate,designate,designate,2,0
1,Test-restudy,7,85,40,24,rush,rush,rush,rush,rush,0,0
1,Test-restudy,7,85,40,25,far,heal,fair heal,fair healing,fair healing,3,0
1,Test-restudy,7,85,40,26,good,good,good,good,good,0,0
1,Test-restudy,7,85,40,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Test-restudy,7,85,40,28,mash,marina,mash up,mash up,mash up,3,0
1,Test-restudy,7,85,40,29,admire,admire,admire,admire,admire,0,0
1,Test-restudy,7,85,40,30,definite,fine,fine,definite,definite,0,0
1,Test-restudy,7,85,40,31,summation,summation,sumation,summation,summation,0,0
1,Test-restudy,7,85,40,32,wassup,wasup,wassup,wassup,wassup,0,0
1,Test-restudy,7,85,40,33,u sing to z,sing to z,you sing to z,u sing to z,u sing to z,0,0
1,Test-restudy,7,85,40,34,you mean it,you promise,you mean it,you mean it,you mean it,0,0
1,Test-restudy,7,85,40,35,jerk,jerk,jerk aha,jerk aha,jerk aha,0,0
1,Test-restudy,7,85,40,36,the luje,the luck,the luge,the luge,the luge,1,0
1,Test-restudy,7,85,40,37,talk a lot,talk a lot,talk a lot,talk a lot,talk a lot,0,0
1,Test-restudy,7,85,40,38,charm,chore,chore,chore,chore,2,0
1,Test-restudy,7,85,40,39,krab,krab,krab,krab,krab,0,0
1,Test-restudy,7,85,40,40,admire,adverse,adverse,adverse,adverse u and i,3,0
1,Test-restudy,7,85,40,41,sand,sand,sand,sand,sandy,0,0
1,Test-restudy,7,85,40,42,so mad,mad,mad,mad,sam mad,2,0
1,Test-restudy,7,85,40,43,i don't recall,puff,puff,puff,puff u,13,1
1,Test-restudy,7,85,40,44,vacuum,vacuum,vacuum,vacuum,vacuum,0,0
1,Test-restudy,7,85,40,45,i don't recall,shell,shell,chasm,chasm,11,1
1,Test-restudy,7,85,40,46,charm,charm,charm,charm,charm,0,0
1,Test-restudy,7,85,40,47,u in ink,ink,u ink,u in ink,u in ink,0,0
1,Test-restudy,7,85,40,48,colby jack,colby jack,colby jack,colby jack,colby jack,0,0
1,Test-restudy,7,86,41,1,i cannot remember,love,love,love,love,15,1
1,Test-restudy,7,86,41,2,i cannot remember,yolk,yolk,yolk,yolk,16,1
1,Test-restudy,7,86,41,3,chocolate,chocolate,chocolate,chocolate,chocolate,0,0
1,Test-restudy,7,86,41,4,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Test-restudy,7,86,41,5,didn't have one,i could not come up with a word,i could not come up with a wqord,i could not come up with a word,i could not come up with a word,24,1
1,Test-restudy,7,86,41,6,i cannot remember,fun,funny,funny,funny,15,1
1,Test-restudy,7,86,41,7,i cannot remember,handdug,handdug,handdug,handdug,15,1
1,Test-restudy,7,86,41,8,stanza,stanza,stanza,stanza,stanza,0,0
1,Test-restudy,7,86,41,9,tablet,tablet,tablet,tablet,tablet,0,0
1,Test-restudy,7,86,41,10,i cannot remember,mortus,mortus,mortus,mortus,15,1
1,Test-restudy,7,86,41,11,tiny,tiny,tiny,tiny,tiny,0,0
1,Test-restudy,7,86,41,12,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Test-restudy,7,86,41,13,puma,puma,puma,puma,puma,0,0
1,Test-restudy,7,86,41,14,window,window,window,window,window,0,0
1,Test-restudy,7,86,41,15,i cannot remember,bug,bug,bug,bug,16,1
1,Test-restudy,7,86,41,16,fast,pharoah,fast,fast,fast,0,0
1,Test-restudy,7,86,41,17,i cannot remember,robe,robe,robe,robe,14,1
1,Test-restudy,7,86,41,18,pipe,peco,pipeline,pipe,pipe,0,0
1,Test-restudy,7,86,41,19,i cannot remember,tapesty,tapestry,i could not come up with a word,tapestry,14,1
1,Test-restudy,7,86,41,20,bury,bury,bury,bury,bury,0,0
1,Test-restudy,7,86,41,21,say a,say,say,allah,say,2,0
1,Test-restudy,7,86,41,22,enlighten,enlighten,eliminate,eliminate,eliminate,0,0
1,Test-restudy,7,86,41,23,story,story,story,story,story,0,0
1,Test-restudy,7,86,41,24,limbaugh,limbaugh,limbaugh,limbaugh,limbaugh,0,0
1,Test-restudy,7,86,41,25,i cannot remember,fatal,fatal,fatal,fatal,15,1
1,Test-restudy,7,86,41,26,i cannot remember,tomorrow,tomorrow,tomorrow,tomorrow,15,1
1,Test-restudy,7,86,41,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Test-restudy,7,86,41,28,mast,mast,mast,mast,mast,0,0
1,Test-restudy,7,86,41,29,admire,admire,admire,admire,admire,0,0
1,Test-restudy,7,86,41,30,define,find,find,find,find,3,0
1,Test-restudy,7,86,41,31,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Test-restudy,7,86,41,32,wassup,wassup,wassup,wassup,wassup,0,0
1,Test-restudy,7,86,41,33,losing,losing,losing,losing,losing,0,0
1,Test-restudy,7,86,41,34,meanie,meaning,meaning,meaning,meaning,2,0
1,Test-restudy,7,86,41,35,didn't have one,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,24,1
1,Test-restudy,7,86,41,36,louge,louge,louge,louge,louge,0,0
1,Test-restudy,7,86,41,37,love,lack,lack,lack,lack,3,0
1,Test-restudy,7,86,41,38,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Test-restudy,7,86,41,39,claw,claw,claw,claw,claw,0,0
1,Test-restudy,7,86,41,40,i cannot remember,duel,duel,duel,duel,16,1
1,Test-restudy,7,86,41,41,didn't have one,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,24,1
1,Test-restudy,7,86,41,42,didn't have one,smelly,smelly,smelly,smellyu,14,1
1,Test-restudy,7,86,41,43,i cannot remember,puff,puff,puff,puff,17,1
1,Test-restudy,7,86,41,44,i cannot remember,vacuum,vacuum,vacuum,vacuum,15,1
1,Test-restudy,7,86,41,45,i cannot remember,cape,chasim,cape,cape,14,1
1,Test-restudy,7,86,41,46,karma,karma,karma,karma,karma,0,0
1,Test-restudy,7,86,41,47,meanie,i could not come up with a word,meanie,meanie,meanie,0,0
1,Test-restudy,7,86,41,48,i cannot remember,panini,whiz,jeeze,whiz,14,1
1,Test-restudy,7,89,42,1,cant remember,lust,lust,lust,lust,12,1
1,Test-restudy,7,89,42,2,egg,eye,eye,eye,eye,2,0
1,Test-restudy,7,89,42,3,can't remember,kalua,kalua,kalua,kalua,13,1
1,Test-restudy,7,89,42,4,lasso,lasso,lasso,lasso,lasso,0,0
1,Test-restudy,7,89,42,5,rumba,embellishment,embellishment,embellishment,embellishment,12,0
1,Test-restudy,7,89,42,6,funnel,funnel,funnel,funnel,tunnel,0,0
1,Test-restudy,7,89,42,7,dark,dark,dark,dark,dark,0,0
1,Test-restudy,7,89,42,8,stanza,stanza,i could not come up with a word,i could not come up with a word,seven,0,0
1,Test-restudy,7,89,42,9,tablet,tablet,tablet,tablet,tablet,0,0
1,Test-restudy,7,89,42,10,can't remember,mask,mask,i could not come up with a word,i could not come up with a word,13,1
1,Test-restudy,7,89,42,11,martini,martini,martini,martini,martini,0,0
1,Test-restudy,7,89,42,12,olive,olive,olive,olive,olive,0,0
1,Test-restudy,7,89,42,13,panda,ramba,panda,panda,panda,0,0
1,Test-restudy,7,89,42,14,wing,wing,wing,wing,wing,0,0
1,Test-restudy,7,89,42,15,egg,boo,boo,boo,boo,3,0
1,Test-restudy,7,89,42,16,rash,farm,i could not come with up a word,i could not come up with a word,king,3,0
1,Test-restudy,7,89,42,17,rihanna,rihanna,rihanna,rihanna,rihanna,0,0
1,Test-restudy,7,89,42,18,can't remember,pickle,dont remember,pipe,i could not come up with a word,3,1
1,Test-restudy,7,89,42,19,papazari,papazari,paparazi,paparazi,paparazi,0,0
1,Test-restudy,7,89,42,20,burry,burry,burry,burry,burry,0,0
1,Test-restudy,7,89,42,21,salsa,salom,shalom,shalom,shalom,2,0
1,Test-restudy,7,89,42,22,eliminate,eliminate,eliminate,eliminate,eliminate,0,0
1,Test-restudy,7,89,42,23,destiny,destiny,destiny,destiny,destiny,0,0
1,Test-restudy,7,89,42,24,russia,russia,russia,russia,russia,0,0
1,Test-restudy,7,89,42,25,holi,fall,fall,fall,holi,0,0
1,Test-restudy,7,89,42,26,door,door,door,door,door,0,0
1,Test-restudy,7,89,42,27,thumb,thumb,thumb,thumb,thumb,0,0
1,Test-restudy,7,89,42,28,shore,shore,shore,shore,shore,0,0
1,Test-restudy,7,89,42,29,n/a,admire,i could not come up with a word,i could not come up with a word,admirable,6,1
1,Test-restudy,7,89,42,30,find,find,find,find,find,0,0
1,Test-restudy,7,89,42,31,sauna,sauna,sauna,sauna,sauna,0,0
1,Test-restudy,7,89,42,32,wassup,wassup,wassup,wassup,wassup,0,0
1,Test-restudy,7,89,42,33,using,snoring,i could not come up with a word,i could not come up with a word,snoring,4,0
1,Test-restudy,7,89,42,34,mini,i could not come up with a word,dont remember,hand,hand,3,0
1,Test-restudy,7,89,42,35,can't remember,ram,i could not come up with a word,rash,rash,12,1
1,Test-restudy,7,89,42,36,fiji,fiji,fiji,fiji,fiji,0,0
1,Test-restudy,7,89,42,37,take,take,take,take,take,0,0
1,Test-restudy,7,89,42,38,can't remember,charm,i could not come up with a word,croak,croak,11,1
1,Test-restudy,7,89,42,39,cant remember,nab,i could not come up with a word,i could not come up with a word,i could not come up with a word,11,1
1,Test-restudy,7,89,42,40,di,et tu,dont remember,advisor,di,0,0
1,Test-restudy,7,89,42,41,can't remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,24,1
1,Test-restudy,7,89,42,42,n/a,same,dont remember,same,same,4,1
1,Test-restudy,7,89,42,43,puff,puff,puff,puff,puff,0,0
1,Test-restudy,7,89,42,44,bambi,bambi,bambi,bambi,bambi,0,0
1,Test-restudy,7,89,42,45,chase,enchanted,don't remember,dont remember,shaker,3,0
1,Test-restudy,7,89,42,46,charming,i could not come up with a word,i could not come up with a word,charming,charming,0,0
1,Test-restudy,7,89,42,47,blinding,binge,dont remember,dont remember,bind,4,0
1,Test-restudy,7,89,42,48,binding,blinding,blinding,blinding,blinding,1,0
1,Test-restudy,7,91,43,1,lustrous,lustrous,lustrous,lustrous,lustrous,0,0
1,Test-restudy,7,91,43,2,yolk,yolk,yolk,yolk,yolk,0,0
1,Test-restudy,7,91,43,3,i cannot remember,banana,chopsticks,chocolate,chow,14,1
1,Test-restudy,7,91,43,4,i cannot remember,foulard,foulard,foulard,foulard,16,1
1,Test-restudy,7,91,43,5,rainbow,rainbow,rainbow,rainbow,rainbow,0,0
1,Test-restudy,7,91,43,6,i cannot remember,fun,fufu,fun,fun,16,1
1,Test-restudy,7,91,43,7,hand dug,hand dug,hand dug,hand dug,hand dug,0,0
1,Test-restudy,7,91,43,8,i cannot remember,utensil,tense,tense,tense,14,1
1,Test-restudy,7,91,43,9,tablet,bib,tablet,tablet,tablet,0,0
1,Test-restudy,7,91,43,10,haiti,moiety,haiti,haiti,haiti,0,0
1,Test-restudy,7,91,43,11,zesty,tuna,green,green,green,5,0
1,Test-restudy,7,91,43,12,i cannot remember,bloom,bloom,bloom,bloom,15,1
1,Test-restudy,7,91,43,13,panda,parka,blanket,panda,panda,0,0
1,Test-restudy,7,91,43,14,bird,wings,wing,wing,wing,3,0
1,Test-restudy,7,91,43,15,i cannot remember,scary,fly,fly,fly,14,1
1,Test-restudy,7,91,43,16,fast,fast,fast,fast,fast,0,0
1,Test-restudy,7,91,43,17,hairy,spider,hairy,spider,spider,0,0
1,Test-restudy,7,91,43,18,pipe,pipe,pipe,pipe,pipe,0,0
1,Test-restudy,7,91,43,19,spacious,spacious,spacious,spacious,spacious,0,0
1,Test-restudy,7,91,43,20,i cannot remember,cover,coffin,coffin,coffin,13,1
1,Test-restudy,7,91,43,21,i cannot remember,salat,salat,salat,salat,15,1
1,Test-restudy,7,91,43,22,i cannot remember,element,element,element,element,14,1
1,Test-restudy,7,91,43,23,destiny,story,story,story,story,4,0
1,Test-restudy,7,91,43,24,i cannot remember,brush over,rush,rush,rush him,14,1
1,Test-restudy,7,91,43,25,i cannot remember,fat,hairy,hairy,bengali,15,1
1,Test-restudy,7,91,43,26,i cannot remember,god,eros,eros,eros,16,1
1,Test-restudy,7,91,43,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Test-restudy,7,91,43,28,shoe,showa,shoe,shoe,shoe,0,0
1,Test-restudy,7,91,43,29,dharma,dharma,dharma,home,home,0,0
1,Test-restudy,7,91,43,30,i cannot remember,fine,fine,fine,fine,15,1
1,Test-restudy,7,91,43,31,snake,snake,snake,snake,snake,0,0
1,Test-restudy,7,91,43,32,what's up,what's up,what's up,what's up,what's up,0,0
1,Test-restudy,7,91,43,33,sing,lullaby,lullaby,lullaby,lullaby,7,0
1,Test-restudy,7,91,43,34,you mean it,swear,meaning,you mean it,you mean it,0,0
1,Test-restudy,7,91,43,35,i cannot remember,injure,injure,injure,injury,13,1
1,Test-restudy,7,91,43,36,luge,luge,luge,luge,luge,0,0
1,Test-restudy,7,91,43,37,i cannot remember,break,break,break,break,15,1
1,Test-restudy,7,91,43,38,i cannot remember,croak,croak,croak,korra,15,1
1,Test-restudy,7,91,43,39,cake,cake,cake,cake,cake,0,0
1,Test-restudy,7,91,43,40,i cannot remember,adversary,adversary,adversary,adversary,15,1
1,Test-restudy,7,91,43,41,sand,funeral,funeral,funeral,funeral,6,0
1,Test-restudy,7,91,43,42,i cannot remember,spread,lawn,lawn,lawn,15,1
1,Test-restudy,7,91,43,43,perfume,perfume,perfume,perfume,perfume,0,0
1,Test-restudy,7,91,43,44,vacuum,vacuum,vacuum,vacuum,vacuum,0,0
1,Test-restudy,7,91,43,45,i cannot remember,chow,chow,chow,chow,15,1
1,Test-restudy,7,91,43,46,i cannot remember,home,home,home,home,14,1
1,Test-restudy,7,91,43,47,unbelievable,unbelievable,brazen,business,business,0,0
1,Test-restudy,7,91,43,48,bean,butter,dairy,dairy,dairy,5,0
1,Test-restudy,7,92,44,1,i could not come up with a word,lobster,lobster,lobster,lobster,27,1
1,Test-restudy,7,92,44,2,yolk,yolk,yolk,yolk,yolk,0,0
1,Test-restudy,7,92,44,3,chair,cheese,cheese,cheese,cheese,4,0
1,Test-restudy,7,92,44,4,lemon,light,light,light,light,4,0
1,Test-restudy,7,92,44,5,remodel,remodel,remodel,remodel,remodel,0,0
1,Test-restudy,7,92,44,6,i could not come up with a word,false,false,false,false,29,1
1,Test-restudy,7,92,44,7,hand,hood,hood,hood,hood,2,0
1,Test-restudy,7,92,44,8,zzz,stanza,stanza,stanza,stanza,5,0
1,Test-restudy,7,92,44,9,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not find a word,0,1
1,Test-restudy,7,92,44,10,murder,murder,murder,murder,murder,0,0
1,Test-restudy,7,92,44,11,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,0,1
1,Test-restudy,7,92,44,12,i could not come up with a word,i could not come up with a word,sand,i could not come up with a word,i could not come up with a word,0,1
1,Test-restudy,7,92,44,13,boot,pulp,pulp,pulp,pulp,4,0
1,Test-restudy,7,92,44,14,wind,wind,wind,wind,wind,0,0
1,Test-restudy,7,92,44,15,burn,boot,boot,boot,boot,3,0
1,Test-restudy,7,92,44,16,i could not come up with a word,saddel,i could not come up with a word,i could not come up with a word,i could not come up with a word,0,1
1,Test-restudy,7,92,44,17,rihana,rihana,rihana,rihana,rihana,0,0
1,Test-restudy,7,92,44,18,pump,pump,pump,pump,pump,0,0
1,Test-restudy,7,92,44,19,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,0,1
1,Test-restudy,7,92,44,20,burry,burry,burry,burry,burry,0,0
1,Test-restudy,7,92,44,21,allah,allah,allah,allah,allah,0,0
1,Test-restudy,7,92,44,22,element,element,element,element,element,0,0
1,Test-restudy,7,92,44,23,structure,desk,desk,desk,desk,9,0
1,Test-restudy,7,92,44,24,shady,shady,shady,shady,shady,0,0
1,Test-restudy,7,92,44,25,i could not come up with a word,horn,horn,horn,horn,28,1
1,Test-restudy,7,92,44,26,door,room,room,door,door,0,0
1,Test-restudy,7,92,44,27,bill,bar,bar,bar,bar,3,0
1,Test-restudy,7,92,44,28,sheep,ship,ship,ship,ship,2,0
1,Test-restudy,7,92,44,29,i could not come up with a word,admirable,pride,pride,pride,27,1
1,Test-restudy,7,92,44,30,die,find,find,find,find,3,0
1,Test-restudy,7,92,44,31,i could not come up with a word,i could not come up with a word,mud,mud,mud,0,1
1,Test-restudy,7,92,44,32,wasp,rest,sleep,sleep,sleep,3,0
1,Test-restudy,7,92,44,33,using,zzz,zzz,zzz,zzz,5,0
1,Test-restudy,7,92,44,34,i could not com eup with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not find a word,2,1
1,Test-restudy,7,92,44,35,germ,germ,germ,germ,germ,0,0
1,Test-restudy,7,92,44,36,i could not come up with a word,thaw,i could not come up with a word,i could not come up with a word,i could not come up with a word,0,1
1,Test-restudy,7,92,44,37,terminate,terminate,terminate,terminate,terminate,0,0
1,Test-restudy,7,92,44,38,chair,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,27,0
1,Test-restudy,7,92,44,39,come,i could not come  up with a word,i could not come up with a word,i could not come up with a word,crusty,5,0
1,Test-restudy,7,92,44,40,foe,foe,foe,foe,foe,0,0
1,Test-restudy,7,92,44,41,sand,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not find a word,21,0
1,Test-restudy,7,92,44,42,mud,mud,mud,mud,mud,0,0
1,Test-restudy,7,92,44,43,food,puff,puff,puff,puff,4,0
1,Test-restudy,7,92,44,44,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,0,1
1,Test-restudy,7,92,44,45,i could not come up with a word,shell,shell,shell,shell,30,1
1,Test-restudy,7,92,44,46,chair,i could not come up with a word,i could not come up with a word,i could not come up with a word,chair,0,0
1,Test-restudy,7,92,44,47,i could not come up with a word,ban,ban,ban,ban,30,1
1,Test-restudy,7,92,44,48,swiss,swiss,swiss,swiss,swiss,0,0
1,Test-restudy,7,93,45,1,lululemon,lululemon,lululemon,lululemon,lululemon,0,0
1,Test-restudy,7,93,45,2,eye,eye,eye,eye,eye,0,0
1,Test-restudy,7,93,45,3,check,check,check,check,check,0,0
1,Test-restudy,7,93,45,4,lace,lace,lace,lace,lace,0,0
1,Test-restudy,7,93,45,5,rainbow,rainbow,rainbow,rainbow,rainbow,0,0
1,Test-restudy,7,93,45,6,funny,funny,funny,funny,funny,0,0
1,Test-restudy,7,93,45,7,handy,handy,handy,handy,handy,0,0
1,Test-restudy,7,93,45,8,utensil,tender,utensil (earlier said tender),utensil,utensil,0,0
1,Test-restudy,7,93,45,9,tablet,tablets,to bid (earlier said tablet),tablet,tablet,0,0
1,Test-restudy,7,93,45,10,item,matter,matter,matter,matter,4,0
1,Test-restudy,7,93,45,11,once,once,once,once,once,0,0
1,Test-restudy,7,93,45,12,bursting,bursting,bursting,bursting,bursting,0,0
1,Test-restudy,7,93,45,13,pamper,pamper,pamper,pamper,pamper,0,0
1,Test-restudy,7,93,45,14,wings,wings,wings,wings,wings,0,0
1,Test-restudy,7,93,45,15,burrow,burrow,burrow,burrow,burrow,0,0
1,Test-restudy,7,93,45,16,forest,forest,forest,forest,forest,0,0
1,Test-restudy,7,93,45,17,harem,harem,harem,harem,harem,0,0
1,Test-restudy,7,93,45,18,pipe,pipe,pipe,pipes,pipes,0,0
1,Test-restudy,7,93,45,19,paisley,passing,paisley (earlier said passing),paisley,paisley,0,0
1,Test-restudy,7,93,45,20,can bury,bury,can bury,can bury,can bury,0,0
1,Test-restudy,7,93,45,21,salaam,salaam,salaam,salaam,salaam,0,0
1,Test-restudy,7,93,45,22,eliminate,eliminate,eliminate,eliminate,eliminate,0,0
1,Test-restudy,7,93,45,23,destiny,destiny,destiny,destiny,destiny,0,0
1,Test-restudy,7,93,45,24,usury,rush,usury (earlier said rush),rush/usury,rush/usury,4,0
1,Test-restudy,7,93,45,25,fall,fall,fall,fall,fall,0,0
1,Test-restudy,7,93,45,26,goaded,goaded,goaded,goaded,goaded,0,0
1,Test-restudy,7,93,45,27,tumbling,tumbling,tumbling,tumbling,tumbling,0,0
1,Test-restudy,7,93,45,28,mast,mast,mast,mast,master,0,0
1,Test-restudy,7,93,45,29,admire,admire,admire,admire,admire,0,0
1,Test-restudy,7,93,45,30,define,finest,define,define,define,0,0
1,Test-restudy,7,93,45,31,sumac,sumac,sumac,sumac,sumac,0,0
1,Test-restudy,7,93,45,32,aaaaah,aaaaaah (i know that's not an actual word!),aaaaaah,aaaaaah,aaaaah,0,0
1,Test-restudy,7,93,45,33,lullaby,lullaby (sing to sleep),lullaby,lullaby,lullaby,0,0
1,Test-restudy,7,93,45,34,amen,amen,amen,amen,amen,0,0
1,Test-restudy,7,93,45,35,jeer at,jeer,jeers at,to jeer,jeer at,0,0
1,Test-restudy,7,93,45,36,the luge,the luge,the luge,the luge,the luge,0,0
1,Test-restudy,7,93,45,37,to lack,to lack,to lack,to lack,to lack,0,0
1,Test-restudy,7,93,45,38,chug,chug,chug,chug,chug,0,0
1,Test-restudy,7,93,45,39,crawl,crawl,crawl,crawl,crawl,0,0
1,Test-restudy,7,93,45,40,aid,aid,aid,aid,aid,0,0
1,Test-restudy,7,93,45,41,sandle,sandle,sandle,sandle,sandle,0,0
1,Test-restudy,7,93,45,42,saturday,saturday,saturday,saturday,saturday,0,0
1,Test-restudy,7,93,45,43,puff,puff,puff,puff,puff,0,0
1,Test-restudy,7,93,45,44,vacuum,vacuum,vacuum,vacuum,vacuum,0,0
1,Test-restudy,7,93,45,45,chase,chase,chase,chase,chase,0,0
1,Test-restudy,7,93,45,46,chamber,chamber,change (earlier said chamber),chamber,chamber,0,0
1,Test-restudy,7,93,45,47,unbent,bent,unbent (earlier said bent),unbent,unbent,0,0
1,Test-restudy,7,93,45,48,gibbering,gibbering,gibbering,gibbering,gibbering,0,0
1,Test-restudy,7,95,46,1,lala,oo-la-la,oolala,oolala,olalala,2,0
