Exclude,V1,Q40,Q41,Q42,Q43
0,R_6MrC51KIXakm0tX,Yes.,No.,I don't know.,NA
0,R_O3RbDkHWORjWTpD,yes,no,,
0,R_1eWvW9ATSMzhLtn,yes,no,,no
0,R_1owjTXfkSZl2sc9,yes,no,no clue,no
0,R_00XoY24shETLZSh,yes,yes,don't know,no
0,R_2vf5zm7zIO9aoij,Yes,Study A,,
0,R_2wsIuYKQotxnexf,yes,yes,I have no idea ,N/A
0,R_Q4YGZwnEBrZU49z,yes,yes,unsure,no
0,R_O3T3BQkT9Pn6U3n,yes,no,Correlation between religion and belief about affirmative action,No
0,R_stZApqHgIuo8XwB,yes,no,politics,no
0,R_4Hi6vjEsKi0kUfL,Yes,"Having to view the four images, and getting to choose which mini-studies I completed first.",I am not sure if there is a correlation between the mini-studies.,None come to mind.
0,R_3Hv2udxdg7Nw09D,Yes,I felt like I had skipped something in study A,I think you are testing perspective and empathy,Not really
0,R_2yeGEfmydgwCynS,yeah,i kinda felt like my personal feelings regarding the issue were not properly represented,affirmative action / the power of an individual in regards to society / affirmative action,boxes so that we can elaborate on certain questions
0,R_1kFuTerjL3uG2TP,Yes,No,I do not know,No
0,R_3Jws9Qzk1Fdo6VN,yes,no,see if there is a relationship between political ideas and economic status and background,
0,R_d0W8c51oOI6x7MZ,Yes,Yes,Cultural topics ,
0,R_3HM0v82nKlzjOU8,Yes,The presence of the pictures,Being able to see multiple perspectives on deeper rooted issues like religion and justice,N/A
0,R_020w3qIOZEfJnOh,Yes,Still a little confused about what mini-study A was about.,How an opinion can be manipulated by the amount of information given or how something is presented.,Explain what the next page will contain before moving on to the next screen.
0,R_4MwFdGkR3L5gxDH,yes,no,NA,no
0,R_1roc5h0Gxr0laPy,yes,no,"Possibly how people's religious, racial, and economic statuses influence their support of government issues and philosophies. ",No
0,R_2cqQjDpQ8690oT7,Yes,No,Don't know,No
0,R_2WZjaE7f3EhWwOP,Yes,No,NA,No
0,R_1MVO8MvqmpLffzA,yes,no,none,no
0,R_31aTsrCYNWYjJBi,Yes,No,No Relationship,No
0,R_6hTHz1TY3sbZrVf,yes,no,political thought,nope
0,R_2rowCuwvzH05OYu,Yes,The pictures of the statue seemed a little out of place.,"The questions about religion might relate to the affirmative action questions in order to correlate someone who has more conservative, religious views with someone who is against government interference since that is typically more of a conservative viewpoint and someone who is very religious might be more likely to be conservative. I cannot think of the relationship with the images of the statue though.",I think the questionnaire was in-depth and well done.
0,R_338rXWz2qYXBTlU,Yes,No,,
0,R_28HhnLozBZO72hp,Yes,Yes,They all take thought,A back button for the essay so I can go back and re-read.
0,R_3fpHnSicVE6LwTA,yes,no,i do not know,no
0,R_1LveTl1UaKXHDSb,yes,yes,no idea,no
0,R_2yeIzV1COktN5K1,yes,no,no idea,no
0,R_1jDhCKe3BdXnDa6,Yes,"Mini-study A, and how nothing was completed with the study.",Determining perception of participants.,N/A.
0,R_zV7WUTIwbzfCnV7,Yes,Some things,Looking at things from different perspectives,Nothing
0,R_3Ol8Es3ohObQPk7,Yes,Yes,,
0,R_3njDeZ1I64yChoO,yes,no,no,no
0,R_2amAxgCG7HrNuQa,yes,somewhat,"not sure about the study with the pictures, but the other ones may tie into determining political views",
0,R_1esNLskjtpIBnhp,Yes,The picture mini-study had no questions associated with it,They were ordered successively to make the participant more perceptive aware to get to the end goal of examining affirmative action,"The affirmative action questionnaire suffers from biased statements to agree/disagree with; additionally, it flattens the issue of affirmative action down to only a couple superficial axis of ideology--ignoring the broader issues underlying it."
0,R_3jdjF0N1z034aKv,yes,no,something to do with government and leaders of the government,no
0,R_3ZZm0AOf8L4lKTf,yes,yes,I have no idea,
0,R_5i5z4LyQqSBq2Fr,yes,no,no relation,
0,R_1owo6SCCbeIhm4y,yes,no,,
0,R_3ElQiMCi8hZDtFX,Yes,The photos as the beginning ,Life is a competition?..,-
0,R_3lRMfumnwwA5Sw6,Yes,No,They all have demographics. ,Provide more reasons for the questions. I agreed with many statements but had different reasons for my beliefs.
0,R_2D1uY3cPP0yuYhj,Yes,No,I do not know,No
0,R_2whsIyiji2CKcQh,yes,yes,trying to probe different parts of the mind to test the strength of opinions ,"if I knew the purpose of the mini studies, I could maybe answer this question better"
0,R_3NRsHWf0jpYm7dz,yes,somewhat,none,no
0,R_2Pb1MA9n2DTo2tL,Yes,No,None,No
0,R_0Uo7JKJUscnedQ5,Yes,The picture part of the study.,I honestly have no idea.,Please explain why the picture section was included. 
0,R_12x3fKMRz4VKu2V,Yes,No,They are focused on subjective beliefs to an extent,confusing to navigate so far
0,R_2sc35KxZpeN8DLe,Yes,No,I don't know,No
0,R_3nwTD9X6uTlJExO,Yes,Yes,Testing to see if I've been paying attention,Allow participants to click more than one box for race/ethnicity
0,R_33lnxpzyQf4eF0T,yes,How the images come to play with the essay,Thought process,Not at the moment
0,R_RWYIpqHwElySCop,Yes,Yes,Linking ideas to demographics,No
0,R_3RaSOlAU7uTXCcL,Yes,No,No idea,no 
0,R_2wnRhdNfaFVRD10,Yes,No,,
0,R_3PcWLoMA07ngOQ0,yes,np,society barriers,
0,R_12fLphgLVaw9LKm,yes,no,,
0,R_ToQf40STSEEK1hv,Yes,No,Discrimination,None
0,R_PN9Py8LyX05qgs9,All,Nothing was done with the 4 images,Not sure,No
0,R_2Bs5nynf6spZm7S,Yes,No,No idea,Nil
0,R_2WSiw3IjVaFdynq,Yes,No,No idea,Nil
0,R_2dXFfG45pRI58FC,Yes,A bit,I'm not sure,N/A
0,R_1OJgwN1rUENT1lr,yes,no,I have no idea.,No.
0,R_080BJQ1OEzsJggV,yes,The mini study with the 4 pictures seemed out of place.,two of them dealt with racial questions but the third i have no idea.,no
0,R_1liC1lV6Vggkb7A,Yes,No,Having different views on the same object or topic,N/A
0,R_2AYDicmlRQijI40,yes,yes,the images ,make them shorter
0,R_7WhXau3Kl8QnOYV,yes,no,cannot see a connection to the first study,n/a
0,R_3pli1yQ8U3CGVd9,yes,yes,none,no
0,R_25sl3CQCEcRP7vT,yes,no,,
0,R_2sQP651Ag4FmEd0,Yes,No,None,None
0,R_2pMORSx6Y7Zho8Q,yes,yes,I do not belive that there is any relationship between the studies so far,"No, the questionnaire was easy to use"
0,R_R9pRYWLVNZhiMJb,yes,no,That there are different ways of perceiving things,no
0,R_1K9XV8WdkYzbBxn,yes,yes,I'm not sure,
0,R_3dYD4gNN4sM86iI,,,,
0,R_9ztj8OcfSBKyMKZ,,,,
0,R_25Wx9bwYlykb4OH,yes,yes,none?,no
0,R_1LpqMtIG3FxR3X2,yes,no,I don't really see a relationship between the pictures and then other mini studies,no
0,R_33yAqQFquvLPLcv,yes,no,,
0,R_1F3edSB9tDN1mJg,Sure,"B had no end, the essay in test A had an awkward  organization _„îseemed out of order","A & C focus on religion  somewhat, whereas B was  the Thinker...",
0,R_3kzdtWxPn8Xso5B,Yes,Yes,Perspective,No
0,R_w4uEfdIvUgSWtMJ,Yes,Yes,Politics,No
0,R_2zcoFjEGCwGVNa1,Yes,No,Not sure,N/A
0,R_Q6VgeKkxnZ7Up6F,Yes,Yes,"Priming (A = mythology, B = religion/ethnicity, C = cultural/racial)",n/a
0,R_PXVMAABCDomH4Ln,Yes,No,,
0,R_2zhZtcfE0LYOJGf,Yes,No,No relationship,No
0,R_26bgBX12S6tPSf7,Yes,No,I don't know.,No
0,R_2SuySeYTKSMJnVI,Yes,Yes,attention to detail,
0,R_XXLTZHVIpqggqXv,yes,no,none,link the studies
0,R_1OhLlRwyyiToRLH,Yes,The pictures ,The naturalization of white men playing a sport,
0,R_1FqDrkwQLul4RDj,,,,
0,R_dbS2CbCk7vBDnFf,Yes,Not really,"Contemplation, focus",No
0,R_272mh1gD4F0mtKg,Yes,The combination of studies,That things aren't as they seem,Provide more context or debriefing on the study with the photographs
0,R_1LMpKaJO1EIjuOh,Yes,No,Nothing,No
0,R_2uNH0ss5hHDdXrm,Yes,Sort of ,"View on strength, individuality, and opportunity ",
0,R_1joBBtGYGBaTyzP,yes,no,i don't know,no
0,R_27qD8dWvdw0Pzhq,yes,no,perspective,no
0,R_xAu9Vc4Oy8fOwkp,yes,no,"not much, I doubt looking at sculptures help me think about affirmative action.",I'm not sure about the need for the first mini-studies where we look at sculptures for 30 seconds.
0,R_3EnV0hxPCfSO0fV,yes,no,bias,no
0,R_vYN8JIRmCHETKI9,Yes,no,Is the outcome directly related to the process or are other external pressures out of our control?,
0,R_3oSlRWa2BxSEivI,Yes,Yes,Unclear,No
0,R_1Q5jw8f6qnouATk,yes,yes,,
0,R_CgIPk0X98vumtFv,,,,
0,R_2dMBQyfpiU8xbTU,yes,yes,No clue what the pictures had to do with anything,n/a
0,R_wZOxQZ1Y4U0JHcB,yes,no,to see your political leanings,unsure of the point of the statues
0,R_DTu7CN7YB3uYkSd,yes,no,,no
0,R_3qX2cQx5Q8TNOYj,yes,yes,reading an article may have an impact on implicit behaviors or beliefs,n/a
0,R_3qL1eK3tPvjwVoZ,Yes,The pictures,effect of art on liberal/conservative viewpoints ,nope
0,R_1Kk8DJwzokNR3Uq,Yes,Yes,Details,No
0,R_3xadqonCU93uGPL,Yes,I am wondering what the pictures at the beginning had to do with the study.,Trying to get my point of view on certain related issues.,Explain why I am looking at the pictures.
0,R_2xLhhxVhu4gv4yF,Yes,No,"There were all about perspective, and how people can have different perspectives on the same event/idea.",N/a
0,R_bC8Jv9ciBnIloyZ,yes,looking at the picture of the statue,seeing how status influences stance on political issues,no
0,R_3lt9cvTODgh0Njx,Yes,No,I am not sure,I can't
0,R_8CkG2dMzh9769hL,yes,no,society,no
0,R_234sDihnziR4Kqj,yes,yes,unsure,no
0,R_YWfBcAxSk8BRwtz,yes,no,not sure ,no
0,R_2X1BLki9mKs8n3T,no,maybe,,
0,R_3KAseO39EAP39M0,Yes,No,Discrimination,No
0,R_PA4JQHhk43DZCDv,Yes,No,Think about things from different perspectives,"Ask more questions, perhaps."
0,R_31yjlEh99JddaPR,,,,
0,R_25Qqo30Li6FeM1z,Yes,No,"The mini studies seem to show how people look at things differently. But, more specifically about whether the government and laws should be put in place to help people either minorities through affirmative action or those in poverty or need through social programs.","Maybe including a classroom or work scenario where you give a percentage of demographics in the workplace including gender/ sex, race, and poverty or use of social programs and ask whether you think the percentage is a fair representation of everyone.. show a study with less women in positions of power and less African Americans or Hispanics"
0,R_TuWzllD7F5wZlfz,Yes,No,no clue,no
0,R_bvkUounTkT0TncB,Yes,The pictures of the thinker,"all related to ideas on competition, fairness, discrimination in some way",
0,R_A4FS0tyNN13G0jT,yes,no questions about the pictures,not sure,no
0,R_1FkrnP4mwOUlXo4,yes ,yes,"looking at images from different angles, considering how people view affirmative action with different perspectives",
0,R_1lghu6FQyv54fPH,Yes,No,They all deal with political stance in some way,N/A
0,R_xrdci7XTA7fon8R,yes,no,No idea,
0,R_2cure0TU0meKC3b,yes,no,I do not see a fluid connection between the 3 mini studies i have completed,"no, because so far, this questionnaire has been very easy to follow and understand"
0,R_1kHA9nZo2rwpBQ5,Yes,No,Priming,no
0,R_2wmAr6Op8ebq7aU,yes,no,government views correlated with level of discrimination,some of the questions seemed repetitive 
0,R_2aVJQnwGGAfqQzM,yes,no,unsure,N/A
0,R_2tFl5m0wTWYDSL5,yes,no,morality and social justice,
0,R_p3LG9QKpv3oGkVz,Yes,"Yes, I was shown 4 pictures and that was the end of it.",They were trying to get me to look at the same issue from different perspectives?,
0,R_2CU6VAKZG66NrAj,yes,no,i have no idea,not really 
0,R_3MxrB0yqqNwGWWG,Yes,The greek statue photograph,Look for disparities in my answers to suggest an IV is at play,no
0,R_3O7CsMxfvEnRAg9,yes,no ,dont know ,more personal 
0,R_125aztYHUsjo9U2,Yes,Disconnected relationship between the three mini-studies,Nothing,Not really
0,R_1Qlngi5BvDlTGkt,yes,not really? just odd categories,not really sure how the statues factor in but the others seem to be trying to correlate political affiliation with race & minority rights,
0,R_2TvIwLDt2PkbkDy,yes,no,pretty sure there's connections between b and c concerning political attitudes but i don't know about a,i don't see the purpose in A
0,R_3lxF8knpOmy8X8u,yes,the pictures ,all related to political positions ,no 
0,R_DuZj4IM6D916ZbP,Yes,No,,
0,R_2tn7oPJMPsgyHYp,yes,yes,I have absolutely no idea,
0,R_yHHxGfmF197u2hb,yes,no,no idea,
0,R_2pWDAUDAsxas5jm,Kind of,What is with the images?,Something about race and affirmative action,let the user decide to skip images. It's weird to just stare
0,R_1Kwj08AqXZW6iuT,yes,no,political views and religion,"no, because I don't know what you are trying to do"
0,R_1GBpwQZ62Jsqb6G,,,,
0,R_2ayiauMhcpfqCK7,Yes,No,Not sure,N/A
0,R_21EDts1I5m0kehK,yes,the sculptures seem out of place to me,"affirmative action and the government seems to have a correlation, unsure what the sculpture represents, potentially flashback to a different time period ",no
0,R_3p9b32iev4mNnlZ,Yes,No,Not a whole lot,Not really
0,R_xgcOE09YhTre2jf,Yes,A little,I can't say anything with great confidence.,
0,R_2CZiLA7NE0z942C,Relatively so,No discussion of equity vs equality and how that applies to affirmative action.,"""One's own thoughts"" seemed to be the central idea","As a person who doesn't really hold strong opinions on issues, I can't really say was motivated to take a solid stance on anything during this questionnaire."
0,R_2aVVqv3v86iYJyG,Yes,No,I don't know,No
0,R_2SuAvnDblQZa3nv,Yes,No,None,No
0,R_2VezjltyKeqcH0j,Yes,Yes,I'm not really sure,no
0,R_28Y6XZn5LBpxVzb,,,,
0,R_8H7O8XnXnhpdDmp,yes,no,race in the law,no
0,R_2agfB68mpqWBswM,yes,no,thinking politically,"maybe reword some questions more clearly, for example the question about the private sector was somewhat confusing"
0,R_1qaOkb0qrThc1Ui,yes,yes,i dont know,no
0,R_1dHbsFErJ1Tcdt2,,,,
0,R_solEBxLoVFqatmp,Yes,No,The idea of competiton and restraint.,No
0,R_2X6QMbeXPufQ4Jd,,,,
0,R_3nuUL5J45VCqmf4,Yes,A little,Belief in God and factors affecting success,N/A
0,R_2AHD60rqSJVwEnp,,,,
0,R_2tFrv6Wbq5fephH,yes,no,whether our belief in God or competition affected our belief in affirmative aftion,no
0,R_1gpwYM12OkMeBt8,yes,a little bit,how closely we pay attention to detail,
0,R_27qhKAIjcgt9S7V,yes,yes,critical thinking,no
0,R_2QooG6hk0OQ9svS,yes,no,not sure,no all good 
0,R_3pf0RjHfBX5TyB7,yes,no,nothing,no
0,R_1d454GsXHCTOTrG,Yes,The pictures,Competition and religion?,No
0,R_1Iory6ae5UPEX6L,Yes,No,No,No
0,R_1rMKlWP4yTNTUor,yes,no,statues were a primer?,no
0,R_3OkzqpnCOagt0De,Somewhat,The pictures,Ethnicity,"If it isn't intended for the instructions to be somewhat ambiguous, you should make them a little more clear."
0,R_9T7fjdkpnG75NCh,yes ,no,"religion, opinions on society",
0,R_2Wx0zDZqVNwehuj,,,,
0,R_22zZYH4xlwFjxOZ,yes,no ,affect of religion on political views,
0,R_3PB7AkJkbhTdioo,yes,yes,i see no relation,no
0,R_3Rf58ajiZnH5wPd,Mostly,No,"I'm not sure. I doubt it is to test analytical ability, but it might be.",No
0,R_3Gq3BPtZpKUcPpM,yes,no,seeings differences,no
0,R_u4IomkMjFLJDGWB,yes,why i just looked at the pictures,involve analytical thinking,no
0,R_3KpvimGyepQvEcr,yes,yes,Maybe the pictures shown in the first study could have an effect on the answers placed about affirmative action,no
0,R_2yf2G7u1IH2nFzO,yes,no,not sure concerning the pictures ,not really 
0,R_2rwS4i0eBxYE4Ms,yes,no,no idea,no
0,R_2qlLhjBtP5VYhuo,fairly,no ,maybe the ancient statue represents something related to affirmative action,not having so many options for answers
0,R_BskpHeNl2T5O71n,Yes,Not necessarily ,"Maybe how peoples philosophies, beliefs, backgrounds, experiences, etc. influence their opinions, particularly in terms of political and social structures",
0,R_33xwh00XQ0BVOBq,yes,yes,the ability to recognize differences amongst opinions regarding affirmative action in different social contexts,make it more personalized for the individuals participating in the study 
0,R_3ebn1DGaFuVqvaQ,Yes,No,No idea,no
0,R_3oWQZaem9XTfLro,,,,
0,R_1MQmu0TbMjpVr1k,Yes,No,Idk,No
0,R_3Jzbz2VksQGty3I,Yes,No,I don't know,No
0,R_2t3H640Ue7DZ3iT,yes,no,the statue study has no surface level connection with the rest of the studies. the questions on affirmative action and competition are somewhat related,
0,R_1dGZi1Es3NxWlCc,Yes,The pictures,Perception,No
0,R_1l3RlU4pClpHd1V,Yes,No,Affirmative actions ,No
0,R_31ZO2DkRlT2PsX8,Yes,No,Education ,
0,R_DNmZOVIlOymeqC5,Yes,Yes,Demographics and opinions on Affirmative Action are probably closely linked. Not sure about statue.,N/A
0,R_eRlmdfX8u46WaeR,Yes,The reason the piece supporting Affirmative Action was unpersuasive was because it was so badly written.,NA,Nope
0,R_3gU6NH0VllLaNEt,Yes,No,I have no idea,No
0,R_efHfJgj5rEcmco1,yes,Some of the questions seem to present false dilemmas,Seeing things from different perspectives,Not really
0,R_3s4dxXKoePVdzLl,yes,the connections of the picture and the other studies,"i'm not too sure, maybe different perspectives in general",everything seemed quite clear
0,R_1HieKCNClWf7enj,Yes,Not really,They all required some focus,More explanations afterwards
0,R_4NMqYA9yG3VInQd,Yea,No,Idk,nope
0,R_296cFFN4b4mWK6l,Yes,No,I wish I knew,No
0,R_1KrIoDSUu8peQ6B,somewhat,the photos,n/a,
0,R_1LpPf2qtlzOmeix,yes,no,different perspective,no
0,R_2fuFbQoo7sy5bE6,Yes,Nno,I do not see how the sculptures relate,No
0,R_3EyVLiKqlxJXirD,yes,first mini study with the pictures ,personal beliefs ,
0,R_ZwUSm8I8JAjbJkJ,yes,no,ego complex,no
0,R_2DN65kSvRSudVPy,,,,
0,R_s7g0ANLteJa97mF,Yes,That somehow the mini-studies are connected,No clue,Nope
0,R_1mepppEcsXdqdCP,Yes,No,Not sure,No
0,R_217IZL2Ob6Kn7OR,Yes,No,I actually have no idea.,"Nope, none."
0,R_28P1fR68KhcGOlh,Relatively so,I do not question the study,I do not know.,No
0,R_234plWgpCgo43Rf,Yes,The mini experiments have been unrelated,Maybe religious people are less/more likely to support affirmative action,No
0,R_2RV6xD8uX6O4j9b,Yes!,The timed pictures seemed a little strange to me and I'm not sure how they related to the study.,"The pictures at the beginning were of a sculpture of a man. I thought this was interesting because then we were asked questions about affirmative action. In terms of gender rights and when to protect those who have been discriminated against (women in this example), I thought maybe the sculpture and its depiction of a man may have had a connection to the other studies.",Further ideas may be to include a typing box where people observing the pictures in the mini-study A can jot down observations and things to remember. Just an idea!
0,R_9ALZLC5hGr84EUx,Yes,No,No idea,I have no suggestions
0,R_1jcxmikmIUBd8yV,Yes,No,Don't know,n/a
0,R_ekBsOzqITnq6p6F,,,,
0,R_6EDz33zVR9laqyd,yes,no,religion ,none
0,R_0qs21zOBPAYsJFf,yes,yes,the thinker was meant to prime thoughts about equality among minorities and the majorities,make the pics less than 30 seconds
0,R_3Olf35hFrhzJkEF,yes,no,unsure,no
0,R_1rDoHQQSpwWagse,Yes,Yes,I dont see correlation with study A but studies A and B seem to correlate how one feels personally about minorities and discrimination and then how others feel.,Make study A more clear
0,R_29unmdh6uaoFyYT,yes,yes,How does viewing something from different perspectives change the way you interpret them? Not really sure ,no
1,R_qPX0uGCc6aC50IN,Yes,No,"I have been primed to think more deeply about the presented issues, as the different perspectives of the thinker statue shown to me prior to completing the other sections of the study made a subconscious entry into my employment of cognitive judgement. ","Flash images of various representations prior to asking subjects questions, measuring the level of effectiveness which subconscious entry wields. "
1,R_3RlqN9UhWUVrzVg,yes,the statue mini-study seems strange,"Maybe looking at ""The Thinker"" is supposed to incite deeper thought?",no
1,R_3fpADhWb5C9dnHz,y,n,"Priming the mind for thought by showing pictures of the classic ""thinker"", then asking a very controversial question",n
1,R_0udLBu5kwKL2XOF,Yes,No,"I'm not sure, maybe it has something to do with thinking?",I think there should be like an answer that talks about how you can't answer the quesiton with the information given
1,R_CksM4xs9vlp3MqJ,yes,no,the images of the thinker to get us to start thinking for ourselves about deeper issues and the political and religious aspects as subjects to think about,they all are statements that seem to be affirming one viewpoint. maybe switch it up so both viewpoints have a turn as the affirmative statement
1,R_24OcSfQvAz4lYEJ,Yes.,No.,They're related to each other.,I don't have any.
1,R_1I4Xau1IvUuWQt8,yes,no,"the thinker statue pictures were to remind us to think deeply about the questions, and certain religions have different political beliefs, so you wanted to see how accurate my religious beliefs correspond to my political ones. ",
1,R_1IB4rDo4wxjLsg0,yes,"yes, section A",what effect thinking about art or a higher power has on our reasoning?,nope!
1,R_1oqfAgnIfd914wy,yes,I wasn't asked any questions on the pictures and they were all pretty much the same. ,Trying to judge my belief system ,
1,R_1gB0fHxlWG3k1xm,Yes,No,Perhaps incorporating the images was supposed to set some kind of precedent for the questions,No
1,R_2cBNR67cdR9XOkl,Yes,Yes- the pictures,Relationship between reflecting on thinking? ,NA
1,R_24x8evAsyhh1Fhc,Yes,Not really...?,Looking at all sides of a piece visually will influence thinking when one is later presented a complex argument to review,No
1,R_1o0vVzze6xIcxaj,Yes,Mini study A had no questions,I feel the relationship between the mini-studies is the first few are determining certain beliefs and characteristics about oneself and then mini-study c was a very moral question,I think it was a very good questionnaire with relevant questions
1,R_ulzwbezFKsabObn,yes,no,"The only connection I can make from the pictures to the questions is that we were to ponder a very large issue, just as if we were the Thinker.",n/a
1,R_1CEH3XglPLCoy1m,yes,no,"The images of the statues in a very thoughtful position might have been an attempt to see if there is a relationship between seeing ""thinking"" statues and pro/anti social programs.",nope
1,R_OIHguKOzPQoEoox,"Yes, I think so.","I thought looking at the pictures of the statue at the beginning of the study. In addition, the entire format, where you choose mini studies and can do them in any order.","I think maybe the first mini study was meant to get us in a pensive, thoughtful mood in order to get us ready to answer the last mini study.","Since I'm not exactly sure why the study was formatted the way it was, its hard to critique the format of the questionnaire. However, the one complaint I have is that some of the questions were too broad to be answered with a simple ""agree or disagree"" scale. For example, when asked if I believed that ""social program offered false incentives.."" I couldn't give a definitive answer because I think some social programs are beneficiary and needed while other are not. "
1,R_2tnxNTVzMG1VpCU,Yes,No,"The images possible were possibly designed to prime some response, while the demographic questions were to compare my responses to the questions in part C.",NA
1,R_2WwBHHabQ9964DT,Yes ,Yes ,All studies are somewhat related in concept.,
1,R_1hyXbCJZwGlmp7n,Yes,No,Stimuli to provoke thinking,
1,R_uqvvPeQi3JkftsJ,yes,the statue was a little strange,they might all be about a higher power? and personal beliefs?,no
1,R_DDe4d29OOr4wuad,yes,"it didn't mark complete when I finished each different part of the study. It also told me to look at picture but never asked any questions about them. So I'm guessing the predicition had to do with the pictures influencing my answers to the questions, but what if you looked at the pictures last?",religions association between political beliefs ,"don't break the study into pats, make the person look at the pictures first"
1,R_1mRv2JVwLyWi65z,Yes,Yes,"I understand how A and B may be related - religion and how liberal you are, etc., but I don't understand the point of C",N/A
